run_id,experiment,harness,model,task_id,variant,rep,wall_s,turns,reasoning_tokens,visible_output_tokens,logical_input_tokens,reported_cost_usd,estimated_no_cache_cost_usd,scope_compliant_success,tool_calls,failed_calls,error_recovery_calls,duplicate_commands,repeated_reads,post_green_repeat_tests,post_success_calls,abandoned_exploration_calls,distinct_files_read,tool_result_chars,est_tool_result_tokens,induced_cost_lower_usd,induced_cost_upper_usd,context_growth_tokens,tool_wall_s,n_calls_with_duration,cat_code_edit,cat_file_read,cat_file_search,cat_test_execution,cat_navigation,cat_other_bash,cat_git_inspect,cat_env_inspect,cat_other_tool,cat_lint_static,cat_build_compile
pi_GLM-5.2_py-low-01_ambiguous_scope_r1_5c7a59,stress_pi,pi,zai-org/GLM-5.2,py-low-01,ambiguous_scope,1,17.55,10,600,1550,26882,0.026361,0.044455,False,12,0,0,0,0,0,1,0,4,3085,771,0.001853,0.005245,2568,,0,2,5,0,4,0,1,0,0,0,0,0
pi_GLM-5.2_go-high-01_misleading_architecture_r1_9711c3,stress_pi,pi,zai-org/GLM-5.2,go-high-01,misleading_architecture,1,15.23,10,514,1418,31072,0.023766,0.04974,True,11,0,0,0,0,0,3,1,3,3695,924,0.002519,0.007896,2958,,0,1,4,1,5,0,0,0,0,0,0,0
pi_GLM-5.2_py-low-01_full_restatement_per_turn_r1_ef7238,stress_pi,pi,zai-org/GLM-5.2,py-low-01,full_restatement_per_turn,1,9.93,7,93,445,12577,0.008549,0.019566,True,7,0,0,1,0,1,2,1,2,1499,375,0.000761,0.001798,770,,0,1,3,0,2,1,0,0,0,0,0,0
pi_GLM-5.2_js-high-01_conflicting_constraints_r2_75488c,stress_pi,pi,zai-org/GLM-5.2,js-high-01,conflicting_constraints,2,63.99,5,5991,7019,21995,0.05387,0.061677,False,7,0,0,0,0,0,0,0,2,2381,595,0.001006,0.001765,7360,,0,2,3,0,1,1,0,0,0,0,0,0
pi_GLM-5.2_py-low-01_irrelevant_context_r1_390aa8,stress_pi,pi,zai-org/GLM-5.2,py-low-01,irrelevant_context,1,5.88,5,178,417,9174,0.007091,0.014678,True,5,0,0,0,0,0,0,1,2,1078,270,0.000508,0.001079,619,,0,1,2,0,1,1,0,0,0,0,0,0
pi_GLM-5.2_go-high-01_irrelevant_context_r1_c3e843,stress_pi,pi,zai-org/GLM-5.2,go-high-01,irrelevant_context,1,18.93,7,384,940,17395,0.016961,0.028489,True,7,0,0,0,0,0,2,0,2,2276,569,0.001472,0.004436,1534,,0,1,2,0,4,0,0,0,0,0,0,0
pi_GLM-5.2_py-low-01_conflicting_constraints_r1_db5c86,stress_pi,pi,zai-org/GLM-5.2,py-low-01,conflicting_constraints,1,9.58,5,62,268,8386,0.004894,0.01292,False,5,0,0,0,0,0,0,1,2,1015,254,0.000473,0.000991,548,,0,1,2,1,1,0,0,0,0,0,0,0
pi_GLM-5.2_py-low-01_conflicting_constraints_r2_d3415f,stress_pi,pi,zai-org/GLM-5.2,py-low-01,conflicting_constraints,2,5.81,5,79,300,10000,0.006711,0.01532,True,5,0,0,0,0,0,0,1,2,1880,470,0.000945,0.002202,965,,0,1,2,0,1,1,0,0,0,0,0,0
pi_GLM-5.2_py-low-01_ambiguous_scope_r2_8522fc,stress_pi,pi,zai-org/GLM-5.2,py-low-01,ambiguous_scope,2,12.08,8,416,1084,19842,0.019197,0.032548,True,9,0,0,0,0,0,1,1,3,2887,722,0.001648,0.004446,2153,,0,1,4,0,3,0,1,0,0,0,0,0
pi_GLM-5.2_go-high-01_conflicting_constraints_r2_2b60b7,stress_pi,pi,zai-org/GLM-5.2,go-high-01,conflicting_constraints,2,19.49,7,929,1726,20605,0.023309,0.036441,True,9,0,0,0,0,0,3,1,3,1756,439,0.001012,0.002756,2937,,0,1,3,1,4,0,0,0,0,0,0,0
pi_GLM-5.2_py-low-01_split_across_turns_r2_93f666,stress_pi,pi,zai-org/GLM-5.2,py-low-01,split_across_turns,2,13.82,9,288,806,17700,0.013151,0.028326,True,7,0,0,0,0,0,1,1,2,1415,354,0.00085,0.002407,1235,,0,1,2,0,4,0,0,0,0,0,0,0
pi_GLM-5.2_go-high-01_irrelevant_context_r2_309e8b,stress_pi,pi,zai-org/GLM-5.2,go-high-01,irrelevant_context,2,19.37,9,404,1306,24651,0.02282,0.040258,True,10,2,2,0,0,0,4,1,3,2034,508,0.001295,0.003853,2090,,0,1,4,1,4,0,0,0,0,0,0,0
pi_GLM-5.2_py-low-01_split_across_turns_r1_5184cf,stress_pi,pi,zai-org/GLM-5.2,py-low-01,split_across_turns,1,12.67,8,155,546,14575,0.009602,0.022807,True,6,0,0,0,0,0,0,0,1,1151,288,0.000673,0.001858,823,,0,1,2,1,1,0,1,0,0,0,0,0
pi_GLM-5.2_py-low-01_irrelevant_context_r2_4eb31f,stress_pi,pi,zai-org/GLM-5.2,py-low-01,irrelevant_context,2,9.14,5,90,313,8741,0.005808,0.013615,True,5,0,0,0,0,0,0,1,2,928,232,0.000426,0.000869,460,,0,1,2,0,1,1,0,0,0,0,0,0
pi_GLM-5.2_go-high-01_split_across_turns_r2_5ad89e,stress_pi,pi,zai-org/GLM-5.2,go-high-01,split_across_turns,2,26.74,11,621,1474,25623,0.024701,0.042358,True,9,2,2,0,0,0,2,0,2,1837,459,0.001314,0.004256,1870,,0,1,3,0,4,1,0,0,0,0,0,0
pi_GLM-5.2_js-high-01_full_restatement_per_turn_r2_69f3aa,stress_pi,pi,zai-org/GLM-5.2,js-high-01,full_restatement_per_turn,2,80.11,9,6589,8046,42774,0.07296,0.095286,True,10,0,0,0,1,0,5,1,2,4451,1113,0.002565,0.00698,8766,,0,1,4,0,3,1,1,0,0,0,0,0
pi_GLM-5.2_py-low-01_misleading_architecture_r1_aaab05,stress_pi,pi,zai-org/GLM-5.2,py-low-01,misleading_architecture,1,17.92,6,688,1490,14708,0.017589,0.027147,False,8,1,1,0,0,0,0,2,4,2707,677,0.001386,0.003308,2503,,0,1,4,1,2,0,0,0,0,0,0,0
pi_nemotron-3-ultra-550b-a55b_go-high-01_split_across_turns_r1_2027f0,stress_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,go-high-01,split_across_turns,1,10.37,8,324,969,19616,0.015258,0.015258,True,6,0,0,0,0,0,3,0,2,1545,386,0.000414,0.000779,1569,,0,1,2,0,1,2,0,0,0,0,0,0
pi_nemotron-3-ultra-550b-a55b_go-high-01_misleading_architecture_r2_515ebc,stress_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,go-high-01,misleading_architecture,2,8.54,8,285,1023,20482,0.015972,0.015972,True,8,0,0,0,0,0,1,1,3,1670,418,0.000523,0.001067,1620,,0,1,4,1,1,1,0,0,0,0,0,0
pi_nemotron-3-ultra-550b-a55b_go-high-01_conflicting_constraints_r1_1a86b4,stress_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,go-high-01,conflicting_constraints,1,9.86,9,352,1082,23711,0.018122,0.018122,True,8,2,2,0,0,0,3,0,2,1785,446,0.000599,0.001263,1704,,0,1,3,0,3,1,0,0,0,0,0,0
pi_GLM-5.2_go-high-01_full_restatement_per_turn_r1_543d89,stress_pi,pi,zai-org/GLM-5.2,go-high-01,full_restatement_per_turn,1,40.24,8,385,1443,18109,0.017693,0.031702,True,8,1,1,0,0,0,2,0,2,1602,400,0.000915,0.002466,1502,,0,1,3,1,3,0,0,0,0,0,0,0
pi_nemotron-3-ultra-550b-a55b_go-high-01_ambiguous_scope_r2_fcb872,stress_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,go-high-01,ambiguous_scope,2,11.62,10,375,1225,50349,0.034619,0.034619,True,10,3,3,0,0,0,2,0,2,14158,3540,0.005021,0.010815,6603,,0,1,3,0,4,2,0,0,0,0,0,0
pi_nemotron-3-ultra-550b-a55b_go-high-01_irrelevant_context_r1_ad4714,stress_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,go-high-01,irrelevant_context,1,7.93,7,350,973,17573,0.014047,0.014047,True,6,1,0,0,0,0,1,0,2,946,236,0.000297,0.000608,1272,,0,1,2,1,2,0,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_go-low-01_ambiguous_scope_r2_b017e2,stress_pi,pi,deepseek-ai/DeepSeek-V4-Pro,go-low-01,ambiguous_scope,2,20.46,6,277,866,14965,0.016437,0.029053,True,6,1,1,0,0,0,0,0,2,1811,453,0.001093,0.003445,1511,,0,1,2,0,2,0,1,0,0,0,0,0
pi_nemotron-3-ultra-550b-a55b_go-high-01_misleading_architecture_r1_21886d,stress_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,go-high-01,misleading_architecture,1,14.01,10,351,1210,28044,0.021182,0.021182,True,9,2,2,0,0,0,4,0,2,2081,520,0.00073,0.001567,2097,,0,1,2,0,5,1,0,0,0,0,0,0
pi_nemotron-3-ultra-550b-a55b_go-high-01_full_restatement_per_turn_r2_2c2f58,stress_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,go-high-01,full_restatement_per_turn,2,8.16,6,233,745,13596,0.01084,0.01084,True,4,0,0,0,0,0,1,0,1,548,137,0.000163,0.000324,869,,0,1,1,0,2,0,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_go-low-01_conflicting_constraints_r1_1c26cf,stress_pi,pi,deepseek-ai/DeepSeek-V4-Pro,go-low-01,conflicting_constraints,1,20.61,8,209,846,17179,0.017066,0.032836,True,7,0,0,0,0,0,1,0,2,718,180,0.000445,0.001467,1064,,0,1,2,0,2,2,0,0,0,0,0,0
pi_nemotron-3-ultra-550b-a55b_go-high-01_conflicting_constraints_r2_2ca2ff,stress_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,go-high-01,conflicting_constraints,2,5.48,4,203,655,8405,0.007401,0.007401,True,3,0,0,0,0,0,0,0,1,444,111,0.000103,0.000175,707,,0,1,1,0,1,0,0,0,0,0,0,0
pi_nemotron-3-ultra-550b-a55b_go-high-01_irrelevant_context_r2_d8c87f,stress_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,go-high-01,irrelevant_context,2,8.61,8,275,862,21036,0.015725,0.015725,True,7,1,1,0,0,0,2,0,2,1225,306,0.000447,0.000975,1390,,0,1,2,0,3,1,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_go-low-01_split_across_turns_r1_638a40,stress_pi,pi,deepseek-ai/DeepSeek-V4-Pro,go-low-01,split_across_turns,1,14.31,5,189,582,9883,0.008972,0.019222,True,3,0,0,0,0,0,0,0,1,351,88,0.000196,0.00053,741,,0,1,1,0,1,0,0,0,0,0,0,0
pi_nemotron-3-ultra-550b-a55b_go-high-01_full_restatement_per_turn_r1_fb6b7e,stress_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,go-high-01,full_restatement_per_turn,1,12.05,11,419,1110,29505,0.021699,0.021699,True,9,2,2,1,0,1,4,0,2,1431,358,0.000685,0.001627,1635,,0,1,2,0,5,1,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_go-low-01_misleading_architecture_r1_fff47c,stress_pi,pi,deepseek-ai/DeepSeek-V4-Pro,go-low-01,misleading_architecture,1,11.21,4,217,690,7933,0.00832,0.016205,True,3,0,0,0,0,0,0,0,1,351,88,0.00018,0.000392,661,,0,1,1,0,1,0,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_go-low-01_irrelevant_context_r1_9a9596,stress_pi,pi,deepseek-ai/DeepSeek-V4-Pro,go-low-01,irrelevant_context,1,8.55,4,155,521,8150,0.008109,0.015994,True,3,0,0,0,0,0,0,0,1,351,88,0.00018,0.000392,566,,0,1,1,0,1,0,0,0,0,0,0,0
pi_nemotron-3-ultra-550b-a55b_go-high-01_ambiguous_scope_r1_258219,stress_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,go-high-01,ambiguous_scope,1,12.36,7,202,538,13467,0.010017,0.010017,False,7,3,2,0,0,0,0,2,2,52715,13179,0.008139,0.008602,1093,,0,0,2,1,3,1,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_go-low-01_irrelevant_context_r2_e2868b,stress_pi,pi,deepseek-ai/DeepSeek-V4-Pro,go-low-01,irrelevant_context,2,10.53,5,126,622,10971,0.007456,0.021254,True,5,1,1,0,0,0,1,0,1,541,135,0.000304,0.000833,764,,0,1,1,0,3,0,0,0,0,0,0,0
pi_nemotron-3-ultra-550b-a55b_go-high-01_split_across_turns_r2_d6ac6d,stress_pi,pi,nvidia/nemotron-3-ultra-550b-a55b,go-high-01,split_across_turns,2,10.25,7,311,1335,20573,0.01715,0.01715,True,5,2,2,0,0,0,0,0,1,2530,632,0.000834,0.001742,2090,,0,3,1,0,1,0,0,0,0,0,0,0
pi_GLM-5.2_py-med-01_full_restatement_per_turn_r2_5f04f4,stress_pi,pi,zai-org/GLM-5.2,py-med-01,full_restatement_per_turn,2,10.51,7,541,1075,14542,0.012467,0.025089,True,8,0,0,0,0,0,1,1,4,1585,396,0.000895,0.002385,1283,,0,1,4,1,2,0,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_go-low-01_full_restatement_per_turn_r2_01f199,stress_pi,pi,deepseek-ai/DeepSeek-V4-Pro,go-low-01,full_restatement_per_turn,2,14.04,6,338,835,12552,0.011736,0.024746,True,4,0,0,0,0,0,1,0,1,383,96,0.000231,0.000725,895,,0,1,1,0,2,0,0,0,0,0,0,0
pi_GLM-5.2_py-med-01_conflicting_constraints_r1_794486,stress_pi,pi,zai-org/GLM-5.2,py-med-01,conflicting_constraints,1,9.3,6,137,609,11661,0.009009,0.019005,True,8,1,1,0,0,0,0,1,4,2059,515,0.001048,0.002483,1068,,0,1,4,0,2,0,1,0,0,0,0,0
pi_DeepSeek-V4-Pro_go-low-01_ambiguous_scope_r1_297195,stress_pi,pi,deepseek-ai/DeepSeek-V4-Pro,go-low-01,ambiguous_scope,1,16.02,7,244,1044,21009,0.011804,0.040189,True,8,2,2,0,0,0,1,0,2,2907,727,0.001921,0.00698,2098,,0,1,2,1,3,0,1,0,0,0,0,0
pi_GLM-5.2_py-med-01_misleading_architecture_r2_49e630,stress_pi,pi,zai-org/GLM-5.2,py-med-01,misleading_architecture,2,19.67,5,1413,2475,13260,0.021355,0.029454,True,9,1,1,0,0,0,1,1,4,2100,525,0.001007,0.002201,2673,,0,1,4,0,2,0,2,0,0,0,0,0
pi_GLM-5.2_js-high-01_misleading_architecture_r1_801b25,stress_pi,pi,zai-org/GLM-5.2,js-high-01,misleading_architecture,1,167.89,8,8631,10414,68166,0.094341,0.141254,False,11,0,0,0,1,1,3,0,2,7564,1891,0.003902,0.009402,12245,,0,2,5,0,2,1,0,1,0,0,0,0
pi_DeepSeek-V4-Pro_go-low-01_split_across_turns_r2_4e3ebe,stress_pi,pi,deepseek-ai/DeepSeek-V4-Pro,go-low-01,split_across_turns,2,15.19,6,208,639,12148,0.008774,0.023361,True,4,0,0,0,0,0,1,0,1,560,140,0.0003,0.00073,858,,0,1,2,0,1,0,0,0,0,0,0,0
pi_GLM-5.2_go-high-01_exhaustive_exploration_r1_b22aed,screening_pi,pi,zai-org/GLM-5.2,go-high-01,exhaustive_exploration,1,480.42,19,28046,32609,331584,0.266536,0.607697,False,31,2,2,0,0,0,0,5,8,19115,4779,0.015968,0.05665,36105,,0,7,8,5,4,0,3,3,1,0,0,0
pi_DeepSeek-V4-Pro_go-low-01_conflicting_constraints_r2_a6facd,stress_pi,pi,deepseek-ai/DeepSeek-V4-Pro,go-low-01,conflicting_constraints,2,13.66,7,232,771,15086,0.009615,0.028933,True,6,0,0,0,0,0,1,0,2,705,176,0.000424,0.001332,1008,,0,1,2,0,2,1,0,0,0,0,0,0
pi_GLM-5.2_js-high-01_irrelevant_context_r1_28384d,stress_pi,pi,zai-org/GLM-5.2,js-high-01,irrelevant_context,1,25.27,8,545,1593,23528,0.023168,0.039948,True,8,0,0,0,0,0,3,1,2,4026,1006,0.002369,0.006576,2917,,0,1,3,0,2,1,1,0,0,0,0,0
pi_GLM-5.2_go-high-01_adjacent_cleanup_r2_b30e82,screening_pi,pi,zai-org/GLM-5.2,go-high-01,adjacent_cleanup,2,15.77,7,766,1593,19659,0.023223,0.034532,True,7,2,2,0,0,0,0,0,2,2119,530,0.001123,0.002794,2675,,0,1,2,1,3,0,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_go-low-01_full_restatement_per_turn_r1_f00f28,stress_pi,pi,deepseek-ai/DeepSeek-V4-Pro,go-low-01,full_restatement_per_turn,1,15.91,6,339,900,12853,0.009332,0.025496,True,4,0,0,0,0,0,1,0,1,383,96,0.000231,0.000725,953,,0,1,1,0,2,0,0,0,0,0,0,0
pi_GLM-5.2_go-high-01_bounded_efficiency_r1_b76497,screening_pi,pi,zai-org/GLM-5.2,go-high-01,bounded_efficiency,1,8.17,6,120,629,11346,0.009094,0.018652,True,5,0,0,0,0,0,0,0,2,862,216,0.000453,0.001118,930,,0,1,2,1,1,0,0,0,0,0,0,0
pi_DeepSeek-V4-Pro_go-low-01_misleading_architecture_r2_a95551,stress_pi,pi,deepseek-ai/DeepSeek-V4-Pro,go-low-01,misleading_architecture,2,17.87,6,344,927,13024,0.010512,0.025888,True,5,0,0,0,0,0,0,0,2,673,168,0.000377,0.001025,973,,0,1,2,0,1,1,0,0,0,0,0,0
pi_Inkling_js-med-03_irrelevant_context_r1_572918,stress_pi,pi,thinkingmachines/Inkling,js-med-03,irrelevant_context,1,7.56,7,103,293,14470,0.008007,0.015657,True,6,0,0,0,0,0,0,0,0,2567,642,0.000943,0.002415,1151,,0,1,3,0,1,1,0,0,0,0,0,0
pi_GLM-5.2_go-high-01_exhaustive_exploration_r2_aecac0,screening_pi,pi,zai-org/GLM-5.2,go-high-01,exhaustive_exploration,2,25.25,7,498,1560,17808,0.019319,0.031795,True,10,1,1,0,0,0,2,1,3,2036,509,0.001146,0.003044,1897,,0,1,4,0,3,0,2,0,0,0,0,0
pi_Inkling_js-med-03_misleading_architecture_r2_25ba51,stress_pi,pi,thinkingmachines/Inkling,js-med-03,misleading_architecture,2,8.02,7,203,409,13842,0.008168,0.015498,True,6,0,0,0,0,0,0,0,1,2454,614,0.000905,0.002325,1214,,0,1,2,0,1,2,0,0,0,0,0,0
pi_Inkling_js-med-03_split_across_turns_r1_bebe9a,stress_pi,pi,thinkingmachines/Inkling,js-med-03,split_across_turns,1,15.65,11,418,844,22597,0.010185,0.026015,True,9,1,1,1,0,1,6,2,3,2504,626,0.001077,0.003278,1692,,0,1,4,0,2,1,1,0,0,0,0,0
pi_GLM-5.2_go-high-01_deep_thinking_r2_3b937e,screening_pi,pi,zai-org/GLM-5.2,go-high-01,deep_thinking,2,23.53,8,670,1686,25031,0.0259,0.042462,True,9,2,2,0,0,0,1,0,2,4651,1163,0.002729,0.007556,2940,,0,1,3,1,4,0,0,0,0,0,0,0
pi_Inkling_js-med-03_ambiguous_scope_r2_4e46aa,stress_pi,pi,thinkingmachines/Inkling,js-med-03,ambiguous_scope,2,6.15,7,80,286,12911,0.005145,0.014069,True,6,0,0,0,0,0,0,1,2,2361,590,0.000864,0.002202,1134,,0,1,2,0,1,2,0,0,0,0,0,0
pi_Inkling_js-med-03_conflicting_constraints_r2_192627,stress_pi,pi,thinkingmachines/Inkling,js-med-03,conflicting_constraints,2,5.52,6,72,239,10796,0.004433,0.011764,True,5,0,0,0,0,0,0,0,0,1906,476,0.000658,0.001544,886,,0,1,2,0,1,1,0,0,0,0,0,0
pi_Inkling_js-med-03_split_across_turns_r2_7934eb,stress_pi,pi,thinkingmachines/Inkling,js-med-03,split_across_turns,2,9.49,7,230,436,11976,0.005349,0.013742,True,5,0,0,0,0,0,0,0,1,1630,408,0.000567,0.001344,1012,,0,1,2,0,1,1,0,0,0,0,0,0
pi_Inkling_js-med-03_misleading_architecture_r1_8c434a,stress_pi,pi,thinkingmachines/Inkling,js-med-03,misleading_architecture,1,23.29,16,1065,1499,48853,0.019865,0.054924,True,15,1,1,1,0,0,0,0,0,5463,1366,0.003055,0.011301,3384,,0,1,3,2,2,2,1,4,0,0,0,0
pi_Inkling_js-med-03_full_restatement_per_turn_r2_263ade,stress_pi,pi,thinkingmachines/Inkling,js-med-03,full_restatement_per_turn,2,8.66,8,133,438,15777,0.006396,0.017551,True,6,0,0,0,0,0,2,0,1,2425,606,0.000925,0.002482,1296,,0,1,2,0,2,0,1,0,0,0,0,0
pi_GLM-5.2_js-high-01_irrelevant_context_r2_885273,stress_pi,pi,zai-org/GLM-5.2,js-high-01,irrelevant_context,2,112.61,5,7926,9107,28252,0.049418,0.079624,True,7,0,0,0,0,0,2,1,2,3116,779,0.00149,0.003239,9814,,0,1,2,0,2,1,1,0,0,0,0,0
pi_Inkling_js-med-03_full_restatement_per_turn_r1_63071d,stress_pi,pi,thinkingmachines/Inkling,js-med-03,full_restatement_per_turn,1,10.77,8,300,550,17278,0.0075,0.019505,True,7,0,0,1,0,1,2,1,2,2634,658,0.001048,0.002952,1470,,0,1,3,0,2,1,0,0,0,0,0,0
pi_Kimi-K2.6_py-high-03_baseline_r3_c4cfa0,holdout_pi,pi,moonshotai/Kimi-K2.6,py-high-03,baseline,3,7.28,5,293,556,8408,0.005872,0.012592,True,7,0,0,0,0,0,0,1,4,1331,333,0.000517,0.001103,892,,0,1,4,1,1,0,0,0,0,0,0,0
pi_Inkling_go-low-02_exhaustive_exploration_r3_3527d1,holdout_pi,pi,thinkingmachines/Inkling,go-low-02,exhaustive_exploration,3,9.43,5,36,338,9848,0.007286,0.011217,True,6,0,0,0,0,0,0,1,3,1665,416,0.000597,0.001479,964,,0,1,3,0,1,0,1,0,0,0,0,0
claude-code_Kimi-K2.7-Code_js-low-02_baseline_r2_3eb1a9,holdout_cc,claude-code,moonshotai/Kimi-K2.7-Code,js-low-02,baseline,2,7.41,6,91,389,62983,0.037556,0.06139,True,5,3,2,1,0,0,0,1,2,499,125,0.00022,0.000624,461,0.07,5,1,2,0,2,0,0,0,0,0,0,0
pi_Kimi-K2.6_go-low-02_bounded_efficiency_r5_57b0bb,holdout_pi,pi,moonshotai/Kimi-K2.6,go-low-02,bounded_efficiency,5,10.38,5,396,680,8701,0.006013,0.013501,True,5,0,0,0,0,0,0,0,2,717,179,0.000287,0.000646,868,,0,1,2,0,2,0,0,0,0,0,0,0
pi_Kimi-K2.6_go-high-02_exhaustive_exploration_r5_4e8b4c,holdout_pi,pi,moonshotai/Kimi-K2.6,go-high-02,exhaustive_exploration,5,11.34,5,521,957,10048,0.008812,0.016364,True,7,0,0,0,0,0,0,0,3,1958,490,0.000798,0.001853,1342,,0,1,3,1,1,1,0,0,0,0,0,0
claude-code_Inkling_js-low-02_bounded_efficiency_r2_819a55,holdout_cc,claude-code,thinkingmachines/Inkling,js-low-02,bounded_efficiency,2,13.07,7,155,437,120374,0.051282,0.122144,True,6,3,3,1,0,0,0,0,1,628,157,0.000481,0.002062,447,0.08,6,1,2,0,2,0,1,0,0,0,0,0
pi_Inkling_go-low-02_adjacent_cleanup_r1_e7fe30,holdout_pi,pi,thinkingmachines/Inkling,go-low-02,adjacent_cleanup,1,7.75,6,56,247,11803,0.006748,0.012803,True,6,0,0,0,0,0,0,0,2,1821,455,0.000715,0.001983,906,,0,1,3,0,1,0,1,0,0,0,0,0
pi_GLM-5.2_js-low-02_bounded_efficiency_r5_2b3ef9,holdout_pi,pi,zai-org/GLM-5.2,js-low-02,bounded_efficiency,5,21.6,5,49,182,8264,0.004856,0.01237,True,5,0,0,0,0,0,0,1,2,769,192,0.000347,0.00069,410,,0,1,2,0,1,1,0,0,0,0,0,0
pi_Kimi-K2.6_go-high-02_baseline_r1_926822,holdout_pi,pi,moonshotai/Kimi-K2.6,go-high-02,baseline,1,11.96,7,531,990,15524,0.010348,0.023084,True,8,1,1,0,0,0,1,0,3,2256,564,0.001119,0.003329,1616,,0,1,3,0,3,1,0,0,0,0,0,0
claude-code_Kimi-K2.7-Code_js-low-02_multiple_approaches_r3_ed5050,holdout_cc,claude-code,moonshotai/Kimi-K2.7-Code,js-low-02,multiple_approaches,3,15.03,8,43,784,112770,0.027628,0.110268,True,7,3,2,1,0,0,0,2,3,1036,259,0.000609,0.002061,1121,0.16,7,1,3,0,2,1,0,0,0,0,0,0
pi_Inkling_go-low-02_exhaustive_exploration_r4_13b92f,holdout_pi,pi,thinkingmachines/Inkling,go-low-02,exhaustive_exploration,4,7.78,8,52,315,16154,0.006062,0.01743,True,7,0,0,0,0,0,1,1,3,1735,434,0.000806,0.002626,984,,0,1,3,0,2,0,1,0,0,0,0,0
claude-code_Kimi-K2.7-Code_js-low-02_no_questions_autonomy_r1_567346,holdout_cc,claude-code,moonshotai/Kimi-K2.7-Code,js-low-02,no_questions_autonomy,1,7.45,8,33,431,111292,0.024277,0.107451,True,7,4,3,2,0,0,0,0,1,696,174,0.00045,0.001588,636,0.19,7,1,1,0,4,1,0,0,0,0,0,0
pi_Inkling_go-low-02_adjacent_cleanup_r2_50c9c1,holdout_pi,pi,thinkingmachines/Inkling,go-low-02,adjacent_cleanup,2,7.18,8,69,305,15972,0.005946,0.017207,True,7,0,0,0,0,0,1,0,0,1697,424,0.000794,0.002597,953,,0,1,3,0,2,0,1,0,0,0,0,0
pi_Kimi-K2.6_go-high-02_deep_thinking_r5_498a21,holdout_pi,pi,moonshotai/Kimi-K2.6,go-high-02,deep_thinking,5,14.66,6,906,1385,13322,0.011851,0.022219,True,7,1,1,0,0,0,0,0,3,1849,462,0.000811,0.002095,1831,,0,1,3,0,2,0,1,0,0,0,0,0
pi_Kimi-K2.6_go-low-02_multiple_approaches_r3_62a343,holdout_pi,pi,moonshotai/Kimi-K2.6,go-low-02,multiple_approaches,3,31.79,9,2348,3438,29973,0.027119,0.051439,True,9,2,2,0,0,0,1,0,2,1491,373,0.000812,0.002634,3925,,0,1,5,1,2,0,0,0,0,0,0,0
pi_Kimi-K2.6_py-high-03_multiple_approaches_r5_b3e2ac,holdout_pi,pi,moonshotai/Kimi-K2.6,py-high-03,multiple_approaches,5,35.83,7,2926,3681,25262,0.028127,0.046879,True,10,1,1,0,0,0,0,1,5,3362,840,0.001646,0.004834,4667,,0,1,5,1,2,0,1,0,0,0,0,0
pi_Inkling_go-low-02_bounded_efficiency_r5_50f74e,holdout_pi,pi,thinkingmachines/Inkling,go-low-02,bounded_efficiency,5,10.64,8,68,611,16166,0.00791,0.018641,True,8,2,2,0,0,0,0,0,2,1518,380,0.000653,0.001988,1200,,0,2,2,0,2,2,0,0,0,0,0,0
pi_GLM-5.2_js-low-02_deep_thinking_r1_474111,holdout_pi,pi,zai-org/GLM-5.2,js-low-02,deep_thinking,1,25.91,6,148,410,10764,0.006951,0.016874,True,6,0,0,0,0,0,1,1,2,950,238,0.000464,0.001042,675,,0,1,3,0,1,1,0,0,0,0,0,0
pi_Kimi-K2.6_go-high-02_baseline_r4_bbca7f,holdout_pi,pi,moonshotai/Kimi-K2.6,go-high-02,baseline,4,10.71,6,320,842,12264,0.008906,0.018506,True,7,1,1,0,0,0,0,0,3,2380,595,0.001041,0.002674,1425,,0,1,3,0,2,1,0,0,0,0,0,0
claude-code_Inkling_js-low-02_multiple_approaches_r2_dae20d,holdout_cc,claude-code,thinkingmachines/Inkling,js-low-02,multiple_approaches,2,34.14,16,717,1585,263011,0.081704,0.26943,True,15,5,4,1,0,0,0,1,2,1394,348,0.002043,0.010319,1184,0.29,15,1,4,0,3,1,2,0,1,3,0,0
pi_Inkling_go-low-02_bounded_efficiency_r3_d419b9,holdout_pi,pi,thinkingmachines/Inkling,go-low-02,bounded_efficiency,3,5.97,7,35,236,12246,0.004596,0.013202,True,6,0,0,0,0,0,0,0,1,1141,285,0.000452,0.001268,644,,0,1,3,0,1,1,0,0,0,0,0,0
